"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
701,"Chill",-183,0.102354201416966,0.792981689198736,0.213085399449036,0.358910225429245
702,"Chill",-182,0.102413449091324,0.815272858544605,0.200964187327824,0.339279974259219
703,"Chill",-181,0.106495922274146,0.866266201334263,0.187878787878788,0.315578831649284
704,"Chill",-180,0.109126776035295,0.920048333636748,0.175482093663912,0.293561960430094
705,"Chill",-179,0.11167415640415,0.972395710355935,0.164600550964187,0.277702507471804
706,"Chill",-178,0.113400777823948,1.02763105773408,0.155509641873278,0.262589190847128
707,"Chill",-177,0.115543664272231,1.07669602847907,0.150137741046832,0.253608163078815
708,"Chill",-176,0.102484381689486,1.03430437541838,0.146694214876033,0.247062131808086
709,"Chill",-175,0.0908530247613095,0.987693014301399,0.142561983471074,0.240917794422694
710,"Chill",-174,0.0771007183365727,0.926166690175772,0.141184573002755,0.239837413129753
711,"Chill",-173,0.0627012142963272,0.863609105140753,0.140495867768595,0.243833108528442
712,"Chill",-172,0.0546273468359776,0.813118174644558,0.137190082644628,0.23308576535173
713,"Chill",-171,0.0489002024765003,0.785859202653375,0.136088154269972,0.225780949687931
714,"Chill",-170,0.042864681124218,0.755716205673141,0.135123966942149,0.221046788778731
715,"Chill",-169,0.035813052881071,0.694702498046196,0.134986225895317,0.218623599617806
716,"Chill",-168,0.02982415834864,0.644150567129361,0.135261707988981,0.220995153412273
717,"Chill",-167,0.024932342524938,0.578894975245266,0.134435261707989,0.220816453433329
718,"Chill",-166,0.0210274812451289,0.525241979749392,0.131818181818182,0.217629864006169
719,"Chill",-165,0.019975287530258,0.487740189508391,0.129614325068871,0.208163337367772
720,"Chill",-164,0.0186052162699506,0.453616921247777,0.128787878787879,0.203755532152484
721,"Chill",-163,0.0165168749483974,0.43054045477299,0.124931129476584,0.198872230970616
722,"Chill",-162,0.0118576697409449,0.408059487462292,0.121074380165289,0.193996891374749
723,"Chill",-161,0.00510007265632063,0.397326304960883,0.117355371900826,0.18805166000065
724,"Chill",-160,-0.0000498561068944203,0.374332503648624,0.113223140495868,0.184430921125323
725,"Chill",-159,-0.00801985026997163,0.352281460398215,0.110881542699725,0.185981019825804
726,"Chill",-158,-0.01141757091369,0.323340392021009,0.107162534435262,0.186978476137322
727,"Chill",-157,-0.0135212212412808,0.28887670932788,0.104269972451791,0.191723531768283
728,"Chill",-156,-0.0170086238477298,0.269872541388076,0.103030303030303,0.198104550449114
729,"Chill",-155,-0.0217416826938033,0.265149460314036,0.102892561983471,0.206095025963142
730,"Chill",-154,-0.025860911605324,0.27615665223545,0.101790633608815,0.211960412860137
731,"Chill",-153,-0.0300892709450883,0.294417946632564,0.0997245179063361,0.217818309131291
801,"Chill",-152,-0.0345412132130107,0.305545894308151,0.1,0.218475461072278
802,"Chill",-151,-0.0365971451841311,0.31823917143866,0.0987603305785124,0.215883428397875
803,"Chill",-150,-0.0403701378669958,0.354193577763365,0.0983471074380165,0.212021619822862
804,"Chill",-149,-0.0527199460586691,0.466651326125684,0.0976584022038567,0.205724340538639
805,"Chill",-148,-0.062268386967568,0.564484856028245,0.0955922865013774,0.199768258578253
806,"Chill",-147,-0.0714248469444819,0.657854660007161,0.0944903581267217,0.192014800819883
807,"Chill",-146,-0.0832366164263752,0.782069596776236,0.0946280991735537,0.189313259864142
808,"Chill",-145,-0.0947393040435307,0.892156345431977,0.0940771349862259,0.17828898972891
809,"Chill",-144,-0.102533531753376,0.974605049964155,0.0935261707988981,0.169654445196371
810,"Chill",-143,-0.109194259489553,1.04279423943381,0.0939393939393939,0.16325237940584
811,"Chill",-142,-0.117367049519797,1.09975579465869,0.0972451790633609,0.161587392258843
812,"Chill",-141,-0.112235942634628,1.08490170754832,0.101790633608815,0.16167423526239
813,"Chill",-140,-0.105177398481608,1.05522398928442,0.109090909090909,0.163605374272348
814,"Chill",-139,-0.0919522768902319,0.946277512455214,0.118870523415978,0.171754032290495
815,"Chill",-138,-0.0719909649748273,0.777309424975813,0.131542699724518,0.18433669161412
816,"Chill",-137,-0.0546424437540501,0.634543695436494,0.147658402203857,0.205476454160127
817,"Chill",-136,-0.0402303483458027,0.524346218154138,0.163223140495868,0.231493114499017
818,"Chill",-135,-0.0271352497224554,0.417778435588377,0.176997245179063,0.251223872017311
819,"Chill",-134,-0.0182953781359315,0.358188755806972,0.193112947658402,0.273682641445298
820,"Chill",-133,-0.0114331900693072,0.330981985452592,0.213498622589532,0.300983592681069
821,"Chill",-132,-0.00043621610965576,0.349791801842192,0.238292011019284,0.332851016136679
822,"Chill",-131,0.0150277700555055,0.430834766817538,0.266253443526171,0.369328833861975
823,"Chill",-130,0.0223871153613239,0.508887258637849,0.298071625344353,0.40657451874262
824,"Chill",-129,0.0268337157311783,0.570407240990316,0.331955922865014,0.449045838424117
825,"Chill",-128,0.0290925616323355,0.597491706739687,0.366528925619835,0.495633845463647
826,"Chill",-127,0.0284169189302705,0.612246450158207,0.402203856749311,0.541355015199378
827,"Chill",-126,0.0291447088187144,0.629827585887553,0.442837465564738,0.59347175070006
828,"Chill",-125,0.0295888619939259,0.638146289638984,0.490082644628099,0.660754710205232
829,"Chill",-124,0.0306501465484617,0.644160652965614,0.541322314049587,0.737864430007702
830,"Chill",-123,0.0310290802726477,0.634255174342593,0.595041322314049,0.814199780937145
831,"Chill",-122,0.0309298032305848,0.624597039204891,0.650826446280992,0.884823793192253
901,"Chill",-121,0.0271885719667286,0.602432252768742,0.706198347107438,0.945165907617717
902,"Chill",-120,0.0214845118309555,0.575133753153131,0.757575757575758,0.984856925267598
903,"Chill",-119,0.016755753628394,0.560050290427337,0.806887052341598,1.00866275773234
904,"Chill",-118,0.0115797816968778,0.552960071840513,0.857438016528925,1.02990540155172
905,"Chill",-117,0.00725436692720047,0.552350892812812,0.911983471074381,1.05611838149519
906,"Chill",-116,0.00649648367145788,0.55135576168002,0.968732782369146,1.08781038904081
907,"Chill",-115,0.00432768908224019,0.546818145036676,1.02424242424242,1.11617901520172
908,"Chill",-114,-0.000118619740460725,0.536383531543386,1.08595041322314,1.15456505193389
909,"Chill",-113,-0.00434241453851259,0.527339422377401,1.16005509641873,1.20461813110779
910,"Chill",-112,-0.0054643957947095,0.525168323067133,1.24214876033058,1.26304092936015
911,"Chill",-111,-0.00370822073307527,0.518468864653897,1.32699724517906,1.3285392115777
912,"Chill",-110,0.0028823430095469,0.512574692025695,1.41735537190083,1.4099312150741
913,"Chill",-109,0.0120129037880721,0.511508229025685,1.52107438016529,1.5067148139066
914,"Chill",-108,0.0208992904617124,0.516585343360272,1.62699724517906,1.61404443105742
915,"Chill",-107,0.0292801001601189,0.52514469206924,1.73292011019284,1.73330287388624
916,"Chill",-106,0.0342790190062067,0.528596012446103,1.83746556473829,1.84304314937332
917,"Chill",-105,0.0348848424627967,0.521108958184665,1.94435261707989,1.94469251722497
918,"Chill",-104,0.0360014212578651,0.519521200355997,2.05055096418733,2.0319922521275
919,"Chill",-103,0.0395235690894386,0.530315988375398,2.14683195592287,2.10318799261363
920,"Chill",-102,0.0438019590756974,0.546357371187473,2.22988980716253,2.15115670766923
921,"Chill",-101,0.046301669017283,0.558407257346769,2.30358126721763,2.16383180081393
922,"Chill",-100,0.0467988386990951,0.565998004687879,2.37107438016529,2.15736674405535
923,"Chill",-99,0.0425658007606697,0.554506178509255,2.44035812672176,2.15074476645792
924,"Chill",-98,0.0348290904240885,0.537777120657732,2.49338842975207,2.14012471626732
925,"Chill",-97,0.0248559093484991,0.524052131180098,2.5435261707989,2.13551217074977
926,"Chill",-96,0.0139598760047474,0.520007331989392,2.6004132231405,2.13057147328527
927,"Chill",-95,0.00768360422247984,0.532444885457299,2.65922865013774,2.1453410394552
928,"Chill",-94,0.00738405725663702,0.548557583689082,2.72052341597796,2.17468308061188
929,"Chill",-93,0.00813895503590255,0.563926089039479,2.78884297520661,2.21756271905404
930,"Chill",-92,0.00862267860889355,0.584737891008798,2.86845730027548,2.26223650234745
1001,"Chill",-91,0.00686829976152795,0.601027643306605,2.9599173553719,2.31099533545782
1002,"Chill",-90,0.00561389599713286,0.616092718692936,3.06900826446281,2.38529238423843
1003,"Chill",-89,0.00574143948688829,0.627993230678545,3.20895316804408,2.48699201302249
1004,"Chill",-88,0.0116904432378906,0.635324908869508,3.36280991735537,2.6014811384941
1005,"Chill",-87,0.020437414203879,0.644980157550467,3.54600550964187,2.73194041120111
1006,"Chill",-86,0.0303325313724536,0.658517086410006,3.7633608815427,2.86828907481159
1007,"Chill",-85,0.0408872951498782,0.673612899712203,4.00234159779614,3.00639983667738
1008,"Chill",-84,0.0481615662116872,0.679976897615039,4.26997245179063,3.14057499722144
1009,"Chill",-83,0.0525518226754684,0.678209189738462,4.54931129476584,3.26762343131942
1010,"Chill",-82,0.054696641086869,0.664026510171248,4.83471074380165,3.38012367728769
1011,"Chill",-81,0.0548152564132057,0.633095087805665,5.13650137741047,3.47505308016865
1012,"Chill",-80,0.0537989654466672,0.591938239729352,5.44407713498622,3.54942223444718
1013,"Chill",-79,0.0518524326567882,0.536079594436909,5.73898071625344,3.61204807352857
1014,"Chill",-78,0.049056603441797,0.473632360485862,6.0004132231405,3.6441363480902
1015,"Chill",-77,0.0419478589861177,0.396960836368924,6.24504132231405,3.65984214084372
1016,"Chill",-76,0.0326704672797795,0.312412312096899,6.47685950413223,3.66688356876675
1017,"Chill",-75,0.0234192474257825,0.232870595076651,6.68209366391184,3.68322592966074
1018,"Chill",-74,0.0146402192756614,0.184653780277544,6.86515151515152,3.71078061162248
